24009/17_711_53/55	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8044	711	53	55	1	10	8025	-1	-1	0	1	14933	18015	18310								1	20	2								17032	14415	14933	18310		1	200	200	200		0	0	0	0	0
24019/27_3_53/55	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8045	3	53	55	1	10	8027	-1	-1	0	1	14803	18057	18036	18311	18312						1	6	14	1	1						16902	14425	14803	18311	18312	1	200	200	60	140	0	0	0	0	0
24019/27_601_53/55	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8046	601	53	55	1	10	8029	-1	-1	0	1	14911	18015	18036	18310	18311						1	18	2	1	1						17010	14455	14911	18310	18311	1	200	200	180	20	0	0	0	0	0
24029/37_702_53/55	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8047	702	53	55	1	10	8031	-1	-1	0	1	14930	18036	18015	18311	18310						1	6	14	1	1						17029	14415	14930	18311	18310	1	200	200	60	140	0	0	0	0	0
24029/37_704_53/55	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8048	704	53	55	1	10	8033	-1	-1	0	1	14932	18078	18057	18313	18312						1	6	14	1	1						17031	14415	14932	18313	18312	1	200	200	60	140	0	0	0	0	0
24039/47_205_53/55	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8049	205	53	55	1	10	8035	-1	-1	0	1	14840	18078	18057	18313	18312						1	6	14	1	1						16939	14465	14840	18313	18312	1	200	200	60	140	0	0	0	0	0
24039/47_522_53/55	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8050	522	53	55	1	10	8037	-1	-1	0	1	14903	18036	18057	18311	18312						1	16	4	1	1						17002	14445	14903	18311	18312	1	200	200	160	40	0	0	0	0	0
24049/57_121_53/55	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8051	121	53	55	1	10	8039	-1	-1	0	1	14832	18036	18015	18311	18310						1	4	16	1	1						16931	14475	14832	18311	18310	1	200	200	40	160	0	0	0	0	0
24049/57_431_53/55	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8052	431	53	55	1	10	8041	-1	-1	0	1	14889	18078	18015	18313	18310						1	10	10	1	1						16988	14485	14889	18313	18310	1	200	200	100	100	0	0	0	0	0
24009/17_33_53/55_summon	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8053	33	53	55	1	10	8023	0	-1	0	1																															0	0	8053	0	0
4456/7_253_1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8054	253	1	1	1	1	8055	-1	-1	0	1	14854	18026	18005	18311	18310						1	6	14	1	1						16953	14461	14854	18311	18310	1	200	200	60	140	0	0	0	0	0
4456/7_253_17/19	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8055	253	17	19	1	10	8055	-1	-1	0	1	14854	18029	18008	18311	18310						1	3	7	1	1						16953	14461	14854	18311	18310	1	200	200	60	140	0	0	0	0	0
4456/7_724_17/19	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8056	724	17	19	1	10	8056	-1	-1	0	1	14941	18071	18008	18313	18310	18455					1	2	8	1	1	3					17040	14411	14941	18313	18310	1	200	200	40	160	0	0	0	0	0
4404/5_22_1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8057	22	1	1	1	1	8058	-1	-1	0	1	14813	18026	18311								1	20	2								16912	14422	14813	18311		1	200	200	200		0	0	0	0	0
4404/5_22_23/25	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8058	22	23	25	1	10	8058	-1	-1	0	1	14813	18030	18311								1	10	2								16912	14422	14813	18311		1	200	200	200		0	0	0	0	0
4404/5_111_1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8059	111	1	1	1	1	8060	-1	-1	0	1	14827	18068	18005	18313	18310						1	6	14	1	1						16926	14472	14827	18313	18310	1	200	200	60	140	0	0	0	0	0
4404/5_111_23/25	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8060	111	23	25	1	10	8060	-1	-1	0	1	14827	18072	18009	18313	18310						1	3	7	1	1						16926	14472	14827	18313	18310	1	200	200	60	140	0	0	0	0	0
4403,6/8_712_1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8061	712	1	1	1	1	8062	-1	-1	0	1	14934	18026	18311								1	20	2								17033	14412	14934	18311		1	200	200	200		0	0	0	0	0
4403,6/8_712_26/28	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8062	712	26	28	1	10	8062	-1	-1	0	1	14934	18031	18311								1	10	2								17033	14412	14934	18311		1	200	200	200		0	0	0	0	0
4403,6/8_252_1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8063	252	1	1	1	1	8064	-1	-1	0	1	14853	18068	18047	18313	18312						1	6	14	1	1						16952	14462	14853	18313	18312	1	200	200	60	140	0	0	0	0	0
4403,6/8_252_26/28	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8064	252	26	28	1	10	8064	-1	-1	0	1	14853	18073	18052	18313	18312						1	3	7	1	1						16952	14462	14853	18313	18312	1	200	200	60	140	0	0	0	0	0
15522_34_43/45	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8065	34	43	45	1	10	16006	-1	-1	0	1	14821	18013	18076	18310	18313						1	8	12	1	1						16920	14424	14821	18310	18313	1	200	200	80	120	0	0	0	0	0
15522_102_1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8066	102	1	1	1	1	16007	-1	-1	0	1	14823	18034	18055	18311	18312						1	12	8	1	1						16922	14474	14823	18311	18312	1	200	200	120	80	0	0	0	0	0
15522_102_43/45	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8067	102	43	45	1	10	16007	-1	-1	0	1	14823	18034	18055	18311	18312						1	12	8	1	1						16922	14474	14823	18311	18312	1	200	200	120	80	0	0	0	0	0
14003/7_4_1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8068	4	1	1	1	1	8069	-1	-1	0	1	14804	18005	18068	18310	18313						1	10	10	1	1						16903	14423	14804	18310	18313	1	200	200	100	100	0	0	0	0	0
14003/7_4_35/37	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8069	4	35	37	1	10	8069	-1	-1	0	1	14804	18012	18075	18310	18313						1	10	10	1	1						16903	14423	14804	18310	18313	1	200	200	100	100	0	0	0	0	0
14003/7_242_1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8070	242	1	1	1	1	8071	-1	-1	0	1	14847	18026	18047	18311	18312						1	12	8	1	1						16946	14463	14847	18311	18312	1	200	200	120	80	0	0	0	0	0
14003/7_242_35/37	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8071	242	35	37	1	10	8071	-1	-1	0	1	14847	18033	18054	18311	18312						1	12	8	1	1						16946	14463	14847	18311	18312	1	200	200	120	80	0	0	0	0	0
15531/2,5_101_27/30	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8072	101	27	30	1	10	8072	-1	-1	0	1	14822	18074	18011	18313	18310						1	8	12	1	1						16921	14472	14822	18313	18310	1	200	200	80	120	0	0	0	0	0
15531/2,5_102_27/30	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8073	102	27	30	1	10	8073	-1	-1	0	1	14823	18032	18053	18311	18312						1	12	8	1	1						16922	14472	14823	18311	18312	1	200	200	120	80	0	0	0	0	0
15531/2,5_103_27/30	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8074	103	27	30	1	10	8074	-1	-1	0	1	14824	18053	18074	18312	18313						1	12	8	1	1						16923	14472	14824	18312	18313	1	200	200	120	80	0	0	0	0	0
15531/2,5_104_27/30	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8075	104	27	30	1	10	8075	-1	-1	0	1	14825	18011	18032	18310	18311						1	12	8	1	1						16924	14472	14825	18310	18311	1	200	200	120	80	0	0	0	0	0
15531/2,5_105_27/30	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8076	105	27	30	1	10	8076	-1	-1	0	1	14826	18053	18074	18312	18313						1	10	10	1	1						16925	14471	14826	18312	18313	1	200	200	100	100	0	0	0	0	0
15531/2,5_804_27/30	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	8077	804	1	1	1	1	8077	-1	-1	0	1	14945	18074	18011	18313	18310						1	6	14	1	1						17044	14400	14945	18313	18310	1	200	200	60	140	0	0	0	0	0
AD_101_SE_104a	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9000	104	1	1	1	1	9000	0	-1	0	1	18193	18007	18028	18310	18311						100	28	12	1	1						16924	14470	14825	18310	18311	1	200	200	120	80	0	0	0	0	0
AD_101_SE_104b	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9001	104	1	1	1	1	9001	0	-1	0	1	18192	18007	18028	18310	18311						100	28	12	1	1						16924	14470	14825	18310	18311	1	200	200	120	80	0	0	0	0	0
AD_101_SE_104c	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9002	104	1	1	1	1	9002	0	-1	0	1	14825	18007	18028	18310	18311						1	28	12	1	1						16924	14470	14825	18310	18311	1	200	200	120	80	0	0	0	0	0
AD_001_SE_502a	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9003	502	1	1	1	1	9003	0	-1	0	1	14895	18005	18026	18197							1	4	36	100							16994	14440	14895	18311	18310	1	200	200	20	180	0	0	0	0	0
AD_001_SE_502b	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9004	502	1	1	1	1	9004	0	-1	0	1	14895	18005	18026	18310	18311						1	4	36	1	1						16994	14440	14895	18311	18310	1	200	200	20	180	0	0	0	0	0
快蓖	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9005	1000	30	30	1	1	9005	4500	-1	0	0	18231	18232	18227	18310	18311						100	100	100	1	1						17700					1					1	1	0	0	1
捞矫捻付	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9006	1001	25	25	1	1	9006	630	-1	0	0																					17701					1					0	1	0	0	3
墨唱捻付	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9007	1002	27	27	1	1	9007	0	-1	0	0																					17702					1					0	1	0	0	2
蓖斑	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9008	1003	23	23	1	1	9008	0	-1	0	0																					17703					1					0	1	0	0	4
AD_002_SE_憝小a	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9009	1004	1	1	1	1	9009	0	-1	0	0																					17704					1					0	0	0	0	0
AD_002_SE_憝小b	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9010	1004	1	1	1	1	9009	0	-1	0	0	18226										100										17704					1					0	0	0	0	0
磊蓖	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9011	1004	13	15	1	10	9009	0	-1	0	0																					17704					1					0	0	0	0	0
AD_003_BOSS_534	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9012	1006	1	1	1	1	9012	1080	-1	0	0	14910	18010									1	40									17009	14441	14910	18310		1	200	200	200		1	1	0	0	0
AD_103_SE_801a	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9013	801	1	1	1	1	9013	0	-1	0	0	14942	18006	18027								1	28	12								17041	14400	14942	18310	18311	1	200	200	140	60	0	0	0	0	5
AD_103_SE_802a	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9014	802	1	1	1	1	9014	0	-1	0	0	14943	18027	18048								1	28	12								17042	14400	14943	18311	18312	1	200	200	140	60	0	0	0	0	6
绊喉府扒	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9015	1005	1	1	1	1	9015	1150	-1	0	0	18243	18009	18072								100	28	12								17705					1					1	1	0	0	7
AD_102_BOSS_533	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9016	1007	1	1	1	1	9016	1800	-1	0	0	14909	18073	18313								1	40	2								17008	14441	14909	18313		1	200	200	200		1	1	0	0	0
AD_104_SE_31a	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9017	31	1	1	1	1	9017	0	-1	0	1	14818	18029	18050	18311	18312						1	12	8	1	1						16917	14421	14818	18311	18312	1	200	200	120	80	0	0	0	0	0
AD_104_SE_101a	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9018	101	1	1	1	1	9018	0	-1	0	1	14822	18071	18008	18310	18313						1	8	12	1	1						16921	14471	14822	18313	18310	1	200	200	80	120	0	0	0	0	0
AD_104_SE_104a	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9019	104	1	1	1	1	9019	0	-1	0	1	14825	18008	18029	18310	18311						1	12	8	1	1						16924	14471	14825	18310	18311	1	200	200	120	80	0	0	0	0	0
AD_104_SE_104b	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9020	104	1	1	1	1	9020	0	-1	0	0	18305										100										16924	14471	14825	18310	18311	1	200	200	120	80	0	0	0	0	0
俺炼 粱厚1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9021	1008	35	35	1	1	9021	6150	-1	0	0	16445										10										17706					1					1	1	0	0	8
杀熊者欧兹那克	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9022	1009	25	25	1	1	9022	0	-1	0	0	18403										100										18403					1					1	1	0	0	10
捻付虐摹	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9023	1010	20	20	1	1	9023	0	-1	0	0																															0	0	0	0	0
厘肺 飘坊飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9024	1011	35	35	1	1	9024	8000	-1	0	0	18316										100										17708					1					1	1	9038	9040	12
俺炼 粱厚	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9025	101	23	25	1	10	9025	0	-1	0	0																					17706					1					0	0	0	0	0
俺炼 粱厚 奔1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9026	104	23	25	1	10	9026	0	-1	0	0																					17706					1					0	0	0	0	0
俺炼 粱厚 奔2	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9027	104	23	25	1	10	9026	0	-1	0	0																					17706					1					0	0	0	0	0
捻付虐摹	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9028	1010	20	20	1	1	9023	0	-1	0	0																															0	0	0	0	0
捻付虐摹	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9029	1010	20	20	1	1	9023	0	-1	0	0																															0	0	0	0	0
捻付虐摹	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9030	1010	20	20	1	1	9023	0	-1	0	0																															0	0	0	0	0
捻付虐摹	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9031	1010	20	20	1	1	9023	0	-1	0	0																															0	0	0	0	0
捻付虐摹	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9032	1010	20	20	1	1	9023	0	-1	0	0																															0	0	0	0	0
捻付虐摹	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9033	1010	20	20	1	1	9023	0	-1	0	0																															0	0	0	0	0
捻付虐摹	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9034	1010	20	20	1	1	9023	0	-1	0	0																															0	0	0	0	0
捻付虐摹	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9035	1010	20	20	1	1	9023	0	-1	0	0																															0	0	0	0	0
AD_105_SE_252a	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9036	252	1	1	1	10	13013	0	-1	0	1	14853	18068	18047	18313	18312						1	6	14	1	1						16952	14461	14853	18313	18312	1	200	200	60	140	0	0	0	0	0
AD_105_SE_501a	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9037	501	1	1	1	10	13014	0	-1	0	1	14894	18005	18068	18310	18313						1	18	2	1	1						16993	14441	14894	18310	18313	1	200	200	180	20	0	0	0	0	0
八呕券 海仇 厚	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9038	312	24	26	1	10	9038	0	-1	0	0																															0	0	0	0	0
八呕券 海仇 厚	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9039	312	24	26	1	10	9038	0	-1	0	0																															0	0	0	0	0
八呕券 埔困档快	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9040	331	24	26	1	10	9039	0	-1	0	0																															0	0	0	0	0
八呕券 埔困档快	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9041	331	24	26	1	10	9039	0	-1	0	0																															0	0	0	0	0
武装骷髅1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9042	1012	110	110	1	1	9042	1890	-1	0	0	18326										100										17709					1					1	1	0	0	13
武装骷髅2	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9043	1012	110	110	1	1	9043	1890	-1	0	0	652143										50										17709					1					1	1	0	0	14
武装骷髅3	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9044	1012	110	110	1	1	9044	1890	-1	0	0	652248										100										17709					1					1	1	0	0	15
龋炮 粱厚1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9045	101	100	100	1	2	9045	0	-1	0	0																					16921					1					0	0	0	0	0
龋炮 粱厚1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9046	121	100	100	1	2	9046	0	-1	0	0																					16931					1					0	0	0	0	0
扁盒唱慧 肠货	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9047	1013	1	1	1	1	9047	0	-1	0	0	14907										1										17006					1					0	1	0	0	0
公搁倾狼荤2.5快蓖	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9048	1014	40	40	1	1	9048	8000	-1	0	0																															1	1	0	0	16
公搁倾狼荤2.5粱厚	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9049	101	24	26	1	1	9049	0	-1	0	0																															0	0	0	0	0
公搁倾狼荤2.5啊胶飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9050	1015	28	30	1	1	9050	0	-1	0	0																															0	1	0	0	0
公搁倾狼荤2.5啊胶飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9051	1015	28	30	1	1	9050	0	-1	0	0																															0	1	0	0	0
公搁倾狼荤2.5啊胶飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9052	1015	28	30	1	1	9050	0	-1	0	0																															0	1	0	0	0
公搁倾狼荤2.5啊胶飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9053	1015	28	30	1	1	9050	0	-1	0	0																															0	1	0	0	0
备滴 啊胶飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9054	1015	1	1	1	1	9050	0	-1	0	0	18332										100																				0	1	0	0	0
寂明 啊胶飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9055	1015	1	1	1	1	9050	0	-1	0	0	18333										100																				0	1	0	0	0
葛磊 啊胶飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9056	1015	1	1	1	1	9050	0	-1	0	0	18334										100																				0	1	0	0	0
公搁倾狼荤2.5SE啊胶飘	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9057	1015	1	1	1	1	9050	0	-1	0	0																															0	1	0	0	0
公搁倾狼荤2.5粱厚	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9058	101	24	26	1	1	9049	0	-1	0	0																															0	0	0	0	0
公搁倾狼荤2.5粱厚	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9059	101	24	26	1	1	9049	0	-1	0	0																															0	0	0	0	0
公搁倾狼荤2.5粱厚	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9060	101	24	26	1	1	9049	0	-1	0	0																															0	0	0	0	0
公搁倾狼荤2.5粱厚	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9061	101	24	26	1	1	9049	0	-1	0	0																															0	0	0	0	0
母凭 匡橇	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9062	1016	20	20	1	1	9062	2000	-1	0	0																															1	1	0	0	0
秦利 揪 硅飘1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9063	253	15	15	1	1	14015	0	-1	0	0																					16953	14461	14854	18311	18310	1	200	200	60	140	0	0	0	0	0
秦利 揪 硅飘2	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9064	253	15	15	1	1	14015	0	-1	0	0																					16953	14461	14854	18311	18310	1	200	200	60	140	0	0	0	0	0
秦利 颇捞绢府飘1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9065	823	15	15	1	1	14017	0	-1	0	0																					17051	14401	14952	18311	18312	1	200	200	100	100	0	0	0	0	0
秦利 颇捞绢府飘2	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9066	823	15	15	1	1	14017	0	-1	0	0																					17051	14401	14952	18311	18312	1	200	200	100	100	0	0	0	0	0
档噶 坷令葱	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9067	1017	40	40	1	1	9067	0	-1	0	0	18404										100										18404					1					1	1	0	0	20
凯荤狼 坷令葱	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9068	1017	40	40	1	1	9068	0	-1	0	0	18404										100										18404					1					1	1	0	0	21
荐荐膊尝 惑磊	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9069	1018	15	15	1	1	9069	850	-1	0	0	18417										100										17714					1					1	1	0	0	22
荐荐膊尝 惑磊 埔困档快	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9070	331	13	13	1	2	5017	0	-1	0	0																					16970	14431	14871	18310		1	200	200	200		0	0	0	0	0
荐荐膊尝 惑磊 酒扼农畴捞靛	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9071	333	13	13	1	2	5018	0	-1	0	0																					16972	14431	14873	18312		1	200	200	200		0	0	0	0	0
囱磊 绊剧捞a1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9072	1020	20	20	1	1	9072	0	-1	0	0																					17715										1	0	0	0	0
囱磊 绊剧捞a2	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9073	1020	20	20	1	1	9072	0	-1	0	0																					17715										1	0	0	0	0
囱磊 绊剧捞a3	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9074	1020	20	20	1	1	9072	0	-1	0	0																					17715										1	0	0	0	0
囱磊 绊剧捞a4	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9075	1020	20	20	1	1	9072	0	-1	0	0																					17715										1	0	0	0	0
囱磊 绊剧捞b1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9076	1021	20	20	1	1	9076	0	-1	0	0																					17715										1	0	0	0	0
囱磊 绊剧捞b2	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9077	1021	20	20	1	1	9076	0	-1	0	0																					17715										1	0	0	0	0
囱磊 绊剧捞b3	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9078	1021	20	20	1	1	9076	0	-1	0	0																					17715										1	0	0	0	0
囱磊 绊剧捞b4	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9079	1021	20	20	1	1	9076	0	-1	0	0																					17715										1	0	0	0	0
囱磊 零a1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9080	1022	17	17	1	1	9080	0	-1	0	0																					17717										1	0	0	0	0
囱磊 零a2	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9081	1022	17	17	1	1	9080	0	-1	0	0																					17717										1	0	0	0	0
囱磊 零a3	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9082	1022	17	17	1	1	9080	0	-1	0	0																					17717										1	0	0	0	0
囱磊 零a4	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9083	1022	17	17	1	1	9080	0	-1	0	0																					17717										1	0	0	0	0
囱磊 零a5	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9084	1022	17	17	1	1	9080	0	-1	0	0																					17717										1	0	0	0	0
囱磊 零b1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9085	1023	17	17	1	1	9085	0	-1	0	0																					17717										1	0	0	0	0
囱磊 零b2	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9086	1023	17	17	1	1	9085	0	-1	0	0																					17717										1	0	0	0	0
囱磊 零b3	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9087	1023	17	17	1	1	9085	0	-1	0	0																					17717										1	0	0	0	0
囱磊 零b4	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9088	1023	17	17	1	1	9085	0	-1	0	0																					17717										1	0	0	0	0
囱磊 零b5	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9089	1023	17	17	1	1	9085	0	-1	0	0																					17717										1	0	0	0	0
囱磊 俺a1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9090	1024	23	23	1	1	9090	0	-1	0	0																					17719										1	1	0	0	0
囱磊 俺a2	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9091	1024	23	23	1	1	9090	0	-1	0	0																					17719										1	1	0	0	0
囱磊 俺a3	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9092	1024	23	23	1	1	9090	0	-1	0	0																					17719										1	1	0	0	0
囱磊 俺b1	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9093	1025	23	23	1	1	9093	0	-1	0	0																					17719										1	1	0	0	0
囱磊 俺b2	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9094	1025	23	23	1	1	9093	0	-1	0	0																					17719										1	1	0	0	0
囱磊 俺b3	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9095	1025	23	23	1	1	9093	0	-1	0	0																					17719										1	1	0	0	0
皋令农 夯眉	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9096	1026	30	30	1	1	9096	4500	-1	0	0																					18558	18559	18560	18562	18563	1	1	1	1	1	1	1	9097	9098	28
皋令农 漠	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9097	1027	30	30	1	1	9097	0	-1	1	0																															1	1	0	0	29
皋令农 唱捞橇	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9098	1028	30	30	1	1	9098	0	-1	7	0																															1	1	0	0	30
俊伎滚靛	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9099	1029	71	71	1	1	9099	0	-1	0	0	18256	18277									100	100									17722					1					1	1	0	0	48
露比	at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;	9100	1030	68	68	1	1	9100	0	-1	5	0	18256	18276									100	100									253					1					0	1	9121	9122	49
