R10风厚	509	0	-10	-10	0			0			0			0			1	10	10	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0		
TEST	999	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1
厚秒	6000	0			0			0			0			0	60	60	0			0			0			0			0			0			0			0			0			0			0			0			0			0	10	10	0			0			0			0			0		
龋冠（涝）	6001	0			0			0	10	10	0			0			0			0			0			0			0			0			0			0	50	50	0			0			0			0			0			0			0			0			0			0			0		
弊覆磊狼 柳林　LV1	6002	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0			0			0		
犬牢侩 焊籍	6003	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0			0			0			0			0			0			0			0			0			0			0			0			0			0		
#
#==================================================================================================================================================================================================================================================================================================================================================================================================================================================
#某浆 1000 ~
馆娄馆娄 柳林 (公扁)	1000	0			0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0			0			0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0			0			0		
馆娄馆娄 柳林 (规绢备)	1010	0			0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0			0			0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0	10	10	0			0			0		
坷迫 (公扁)	1020	0			0			0			0			0			0			0			0			0			0			0			1	150	150	0			0			0			0			0			0			0			0			0			0			0			0		
坷迫 (规绢备)	1030	0			0			0			0			0			0			0			0			0			0			0			1	150	150	0			0			0			0			0			0			0			0			0			0			0			0		
